VALUE_SET_CODE,ACCOUNT_TYPE,VALUE,DESCRIPTION,ENABLED_FLAG,START_DATE_ACTIVE,END_DATE_ACTIVE,CREATION_DATE,UPDATED_DATE
"KOJ Store",,11158191,"Not Only fish Al Mas Tower JLT",Y,,,2021-07-08T00:00:00.000+00:00,2021-07-08T00:00:00.000+00:00
"KOJ Store",,11100052,"TBS  DUBAI  NAKHEEL MALL",Y,,,2021-07-27T00:00:00.000+00:00,2021-08-18T00:00:00.000+00:00
"KOJ Store",,10124002,"NAY  JIZAN  KADI MALL",Y,,2021-09-15T00:00:00.000+00:00,2021-07-29T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,11158193,"Ext Pura Vida",Y,,,2021-08-16T00:00:00.000+00:00,2021-08-16T00:00:00.000+00:00
"KOJ Store",,11115019,"ELC  UAE  MARKETPLACE ALGT",Y,,,2021-09-01T00:00:00.000+00:00,2021-09-01T00:00:00.000+00:00
"KOJ Store",,11104005,"TBS  RAK  AL HAMRA VILLAGE MALL",Y,,2021-09-15T00:00:00.000+00:00,2021-09-14T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,10100234,"TBS  MAKKAH  DAN PLAZA 2",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,10240025,"MOD  MAKKAH  SOUK AL DIYAFA",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,11100054,"TBS  DUBAI  DUBAI SILICON OASIS",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,10120220,"NAY  JIZAN  KADI MALL 2",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,11100055,"TBS  RAK  AL HAMRA VILLAGE MAL",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,11100056,"TBS  ABU DHABI  AL FORSAN CENTRAL",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,11100057,"TBS  SHARJAH  RAHMANIA MALL",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,11120081,"NAY  SHARJAH  AL ZAHIA CITY CENTRE",Y,,,2021-09-15T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,10120221,"NAY  Makkah  Makkah Mall 2",Y,,,2021-09-19T00:00:00.000+00:00,2021-09-19T00:00:00.000+00:00
"KOJ Store",,11158196,"Ext RAK Zipline",Y,,,2021-09-22T00:00:00.000+00:00,2021-09-22T00:00:00.000+00:00
"KOJ Store",,11151027,"Int  NAY  ABU DHABI  AL FORSAN CENTRAL",Y,,,2021-09-22T00:00:00.000+00:00,2021-09-22T00:00:00.000+00:00
"KOJ Store",,11151028,"Int  NAY  RIYADH  THE VIEW MALL",Y,,,2021-09-22T00:00:00.000+00:00,2021-09-22T00:00:00.000+00:00
"KOJ Store",,11151029,"Int  TBS  JEDDAH  JEDDAH PARK",Y,,,2021-09-22T00:00:00.000+00:00,2021-09-22T00:00:00.000+00:00
"KOJ Store",,11151030,"Int  NAY  JEDDAH  JEDDAH PARK",Y,,,2021-09-22T00:00:00.000+00:00,2021-09-22T00:00:00.000+00:00
"KOJ Store",,11151032,"Int  TBS  ABU DHABI  AL FORSAN CENTRAL",Y,,,2021-09-28T00:00:00.000+00:00,2021-09-28T00:00:00.000+00:00
"KOJ Store",,11151033,"Int  MHRKSARETNAKHEEL MALL RIYADH",Y,,,2021-09-29T00:00:00.000+00:00,2021-09-29T00:00:00.000+00:00
"KOJ Store",,11151034,"Int  MHRKSARETMALL OF ARABIA JEDDAH",Y,,,2021-09-29T00:00:00.000+00:00,2021-09-29T00:00:00.000+00:00
"KOJ Store",,11151035,"Int  NAYUAERETMALL OF THE EMIRATES DUBAI",Y,,,2021-09-29T00:00:00.000+00:00,2021-09-29T00:00:00.000+00:00
"KOJ Store",,11151036,"Int  NAYKSARETRED SEA MALL JEDDAH",Y,,,2021-09-29T00:00:00.000+00:00,2021-09-29T00:00:00.000+00:00
"KOJ Store",,11118004,"ELC  UAE 3rd Party  UNION COOP AL BADAA",Y,,,2021-10-06T00:00:00.000+00:00,2021-10-06T00:00:00.000+00:00
"KOJ Store",,10118003,"ELC  KSA  Riyadh Festival Toy Fair Seasonal",Y,,,2021-10-06T00:00:00.000+00:00,2021-11-03T00:00:00.000+00:00
"KOJ Store",,10118004,"ELC  KSA   Winter Wonderland Seasonal",Y,,,2021-10-06T00:00:00.000+00:00,2021-10-20T00:00:00.000+00:00
"KOJ Store",,11151038,"Int  MHR RIYADH  THE VIEW MALL",Y,,,2021-10-12T00:00:00.000+00:00,2021-10-12T00:00:00.000+00:00
"KOJ Store",,11158198,"Ext ICD Brookfield  Montfort",Y,,,2021-10-12T00:00:00.000+00:00,2021-10-12T00:00:00.000+00:00
"KOJ Store",,11151045,"Int  NAY  MAKKAH  MAKKAH MALL ",Y,,,2021-10-19T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10287200,"LEG  KSA   Winter Wonderland Seasonal",Y,,,2021-10-20T00:00:00.000+00:00,2021-10-20T00:00:00.000+00:00
"KOJ Store",,11151047,"Int  NAY  RIYADH  PARK AVENUE FLOATING PALACE",Y,,,2021-10-24T00:00:00.000+00:00,2021-10-24T00:00:00.000+00:00
"KOJ Store",,11151048,"Int  NAY  UMLOJ  UMLOJ SQUARE",Y,,,2021-10-24T00:00:00.000+00:00,2021-10-24T00:00:00.000+00:00
"KOJ Store",,11151049,"Int  NAY  RIYADH  AL MAKAN MALL PRINCESS",Y,,,2021-10-24T00:00:00.000+00:00,2021-10-24T00:00:00.000+00:00
"KOJ Store",,11151050,"Int  NAY  RIYADH  ATYAF MALL PRINCESS",Y,,,2021-10-24T00:00:00.000+00:00,2021-10-24T00:00:00.000+00:00
"KOJ Store",,11151051,"Int  NAY  DAMMAM  OTHAIM MALL FLOATING PALACE",Y,,,2021-10-24T00:00:00.000+00:00,2021-10-24T00:00:00.000+00:00
"KOJ Store",,11117200,"ELC  SHARJAH  CITY CENTRE OUTLET",Y,,,2021-10-24T00:00:00.000+00:00,2021-10-24T00:00:00.000+00:00
"KOJ Store",,11500001,"SBY  Dubai  Dubai Festival City",Y,,,2021-10-27T00:00:00.000+00:00,2021-10-27T00:00:00.000+00:00
"KOJ Store",,11151052,"Int  TBSKSARETUMLOJUMLOJ SQUARE",Y,,,2021-11-02T00:00:00.000+00:00,2021-11-02T00:00:00.000+00:00
"KOJ Store",,11158200,"Ext EXTAWI Etihad Airways ",Y,,,2021-11-02T00:00:00.000+00:00,2021-11-02T00:00:00.000+00:00
"KOJ Store",,11158201,"Ext EXTFerrero OfficeJED",Y,,,2021-11-02T00:00:00.000+00:00,2021-11-02T00:00:00.000+00:00
"KOJ Store",,11151053,"Int  NAMKSARET JIZAN  KADI MALL",Y,,,2021-11-04T00:00:00.000+00:00,2021-11-04T00:00:00.000+00:00
"KOJ Store",,11151054,"Int  MHRKSARET KHAMIS  AL GHONAIM PLAZA",Y,,,2021-11-04T00:00:00.000+00:00,2021-11-04T00:00:00.000+00:00
"KOJ Store",,11508001,"EXT  SBY  Abu Dhabi  Khalifa Str",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508002,"EXT  SBY  Dubai  Deira City Centre",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508004,"EXT  SBY  Dubai  Al Durrah Tower",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508005,"EXT  SBY  Sharjah  University City Road",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508006,"EXT  SBY  Dubai  Al Ain Centre",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508010,"EXT  SBY  Abu Dhabi  One Stop Center",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508011,"EXT  SBY  Abu Dhabi  Trade Centre Build",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508012,"EXT  SBY  Dubai  Internet City",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508013,"EXT  SBY  Dubai  Eppco St 10",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508017,"EXT  SBY  Sharjah  Al Taawun Str",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508019,"EXT  SBY  Dubai  Dragon Mart Intern City",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508024,"EXT  SBY  Dubai  Al Khawaneej",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508025,"EXT  SBY  Abu Dhabi  Higher Colleges of Tech Al Saada",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508027,"EXT  SBY  Sharjah  King Faisal Str",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508028,"EXT  SBY  Dubai  Silicon Oasis Emirates Build 4",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508032,"EXT  SBY  Dubai  Nad Al Hamar Rd",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508033,"EXT  SBY  Sharjah  Corniche Al Bouhaira",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508035,"EXT  SBY  Dubai  Office Park Media City",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508036,"EXT  SBY  Dubai  Al Barsha Iridium Buil",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508037,"EXT  SBY  Dubai  Knowledge Village",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508039,"EXT  SBY  Abu Dhabi  Al Seef Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508040,"EXT  SBY  Abu Dhabi  Blue Tower",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508041,"EXT  SBY  Abu Dhabi  Al Raha Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508042,"EXT  SBY  Dubai  Jumeirah Lake Towers",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508044,"EXT  SBY  Sharjah  Sahara Centre",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,1150846,ERROR,N,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508047,"EXT  SBY  Dubai  Dubai Mall 2nd Floor",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508048,"EXT  SBY  Al Ain  Women Campus",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508049,"EXT  SBY  Abu Dhabi  Twofour54",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508050,"EXT  SBY  Abu Dhabi Ruwais Community Center",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508052,"EXT  SBY  Dubai  Healthcare City",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508053,"EXT  SBY  Dubai  Outlet Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508055,"EXT  SBY  Dubai  Umm Al Ramool",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508058,"EXT  SBY  Abu Dhabi  Khalidiya Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508061,"EXT  SBY  Dubai  Al Qusais Ind",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508062,"EXT  SBY  Ajman  Womens College",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508063,"EXT  SBY  Ajman  Musheraf",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508065,"EXT  SBY  RAK  Adnoc St",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508066,"EXT  SBY  Dubai  Silicon Oasis",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508067,"EXT  SBY  Dubai  Studio City",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508068,"EXT  SBY  Dubai  Motorcity",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508069,"EXT  SBY  Abu Dhabi  Dalma Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508070,"EXT  SBY  Dubai  Liberty House DIFC",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508071,"EXT  SBY  Abu Dhabi  Bawabat Al Shareq Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508072,"EXT  SBY  Dubai  Sheikh Hamdan Complex",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508073,"EXT  SBY  Abu Dhabi  Mushrif Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508074,"EXT  SBY  Dubai  Al Mizher First",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508075,"EXT  SBY  Abu Dhabi  Adnoc Al Jurf",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508076,"EXT  SBY  Fujairah  Dagna Rd",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508077,"EXT  SBY  Dubai  Springs Souq",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508078,"EXT  SBY  Dubai  Airport T3",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508079,"EXT  SBY  Dubai  Mamzar Square",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508080,"EXT  SBY  Abu Dhabi  Madinet Zayed Shop Centre",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508081,"EXT  SBY  RAK  Al Nahdah Str",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508083,"EXT  SBY  Sharjah  Al Khan Palace Qasba",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508084,"EXT  SBY  Sharjah  Al Khazamia Area",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508086,"EXT  SBY  Dubai  The Palm Jumeirah",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508089,"EXT  SBY  Dubai  Emaar Square",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508094,"EXT  SBY  Abu Dhabi  Ghantout",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508095,"EXT  SBY  Al Ain  Wahat Hili Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508099,"EXT  SBY  Dubai  Gold and Diamond Park",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508100,"EXT  SBY  Sharjah  Mouilah Area",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508101,"EXT  SBY  UAQ  Adnoc St",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508102,"EXT  SBY  Ajman  Sheikh Ammar Br",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508104,"EXT  SBY  Abu Dhabi  Deerfield Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508105,"EXT  SBY  Abu Dhabi  Al Maqta Area",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508107,"EXT  SBY  Sharjah  Kalba",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508108,"EXT  SBY  Abu Dhabi  Musaffah Street",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508109,"EXT  SBY  Dubai  Mizher Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508110,"EXT  SBY  Abu Dhabi  Higher Colleges of Technology",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508112,"EXT  SBY  Fujairah  Hamad Bin Abdullah Str",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508114,"EXT  SBY  Sharjah  Airport",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508117,"EXT  SBY  Dubai  Shindagha Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508119,"EXT  SBY  Dubai  Souq Extra",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508120,"EXT  SBY  Abu Dhabi  Airport Road",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508123,"EXT  SBY  Abu Dhabi  Marina Mall",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11508128,"EXT  SBY  Sharjah  Airport Departure Terminal",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,11151055,"Int  TBSUAERET DUBAI SPINNEYS UMM SUQUEIM",Y,,,2021-11-08T00:00:00.000+00:00,2021-11-08T00:00:00.000+00:00
"KOJ Store",,10120222,"NAY  RIYADH  THE VIEW MALL",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10230058,"MHR  RIYADH  THE VIEW MALL",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10120224,"NAY  RIYADH  ATYAF MALL PRINCESS",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10120223,"NAY  RIYADH  AL MAKAN MALL PRINCESS",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10100235,"TBS  KHAMIS  AL GHONAIM PLAZA",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10240026,"MOD  JIZAN  KADI MALL",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10100237,"TBS  UMLOJ  UMLOJ SQUARE",Y,,,2021-11-09T00:00:00.000+00:00,2021-11-09T00:00:00.000+00:00
"KOJ Store",,10130297,"MIK  Khamis  Mujan Park",Y,,,2021-11-18T00:00:00.000+00:00,2021-11-18T00:00:00.000+00:00
"KOJ Store",,11158184,"Ext DIFC Gate Avenue ",Y,2021-03-16T00:00:00.000+00:00,,2021-03-21T00:00:00.000+00:00,2021-03-21T00:00:00.000+00:00
"KOJ Store",,11151007,"LGO  DHAHRAN  MALL OF DHAHRAN 3",Y,,,2021-01-17T00:00:00.000+00:00,2021-01-17T00:00:00.000+00:00
"KOJ Store",,11138009,"MIK  UAE 3rd party  Kanzy",Y,,,2021-03-01T00:00:00.000+00:00,2021-03-01T00:00:00.000+00:00
"KOJ Store",,11100018,"TBS  Dubai  Springs Village",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100019,"TBS  Sharjah  Mega Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100020,"TBS  Sharjah  Sahara Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100021,"TBS  Sharjah  Sharjah City Centre",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100022,"TBS  Sharjah  Sharjah Co Op",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100023,"TBS  Korfakhan  Korfakhan",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100024,"TBS  Ajman  Ajman City Center",Y,,,2021-04-05T00:00:00.000+00:00,2021-05-09T00:00:00.000+00:00
"KOJ Store",,11100025,"TBS  Rak  Manar Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100026,"TBS  Rak  Rak Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100027,"TBS  Fuj  Fujeirah City Centre",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100028,"TBS  Fuj  Century Mall Fujia",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100029,"TBS  Abu Dhabi  Marina Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100030,"TBS  Abu Dhabi  Abu Dhabi Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100031,"TBS  Abu Dhabi  Fotouh Al Khair",Y,,,2021-04-05T00:00:00.000+00:00,2021-07-06T00:00:00.000+00:00
"KOJ Store",,11100032,"TBS  Abu Dhabi  Al Wahdha Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100033,"TBS  Abu Dhabi  Khalidiyah Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100034,"TBS  Abu Dhabi  Bawabat Al Sharq",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100035,"TBS  Abu Dhabi  Mushrif Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100036,"TBS  Abu Dhabi  Deer Fields",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100037,"TBS  Abu Dhabi  Yas Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100038,"TBS  Abu Dhabi  Dalma Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100039,"TBS  Abu Dhabi  Galleria Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100040,"TBS  Al Ain  Al Jimmy Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100041,"TBS  Al Ain  Al Ain Solus",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100042,"TBS  Al Ain  Bawadi Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100043,"TBS  Al Ain  Al Hili Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100044,"TBS  Al Ain  Al Ain Mall",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100045,"TBS  Abu Dhabi  Makani Centre",Y,,,2021-04-05T00:00:00.000+00:00,2021-04-05T00:00:00.000+00:00
"KOJ Store",,11100046,"TBS  Sharjah  Al Zahia Center",Y,,,2021-04-05T00:00:00.000+00:00,2021-07-06T00:00:00.000+00:00
"KOJ Store",,11158015,"ExtDisney Fashion Dubai MallPO5028",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158016,"ExtGeorge  Al Wahda MallPO5456",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158017,"ExtMango  Binyas MallPO5553",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158018,"ExtM  Co  AL Wahda MallPO5494",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158019,"ExtCeiling work  KOJ Villa",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158020,"ExtM  Co AWM Mirror framePO5651",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158021,"ExtMango  Sahara CenterPanel and door",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158022,"ExtGeorge Intl  Sahara Mall130076",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158023,"ExtKOJDoorJJD3rd PP1183",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158024,"ExtMango Al wahda Mall ADH130347",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158025,"ExtShoe CitiMOE130525",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11158026,"ExtMerint Gymboree 130618",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
